./adb shell content query --uri content://mms/ > mmsout.txt


Row: 0 _id=101, thread_id=74, date=1575552377, date_sent=1575552377, msg_box=1, read=1, m_id=m9-AP0eBBKPxgtPpdLVZ00@mms.telenor.se, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=http://217.174.67.220:80/servlets/mms?message-id=mYLT6XS1W00, exp=NULL, m_cls=personal, m_type=132, v=18, m_size=188601, pri=129, rr=NULL, rpt_a=NULL, resp_st=NULL, st=NULL, tr_id=mr2V3AvxE5GtdLVZgtPp00@, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=NULL, d_rpt=NULL, locked=0, sub_id=4, seen=1, creator=com.samsung.android.messaging, sim_slot=1, sim_imsi=240084714269728, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=55f38fd496989118, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 1 _id=99, thread_id=74, date=1575549019, date_sent=1575549019, msg_box=1, read=1, m_id=m9-AP0eBBKPy3SXjHvo100@mms.telenor.se, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=http://217.174.67.220:80/servlets/mms?message-id=mt0l4x76N00, exp=NULL, m_cls=personal, m_type=132, v=18, m_size=217600, pri=129, rr=NULL, rpt_a=NULL, resp_st=NULL, st=NULL, tr_id=mr2V3AvxE5GvHvo23SXh00@, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=NULL, d_rpt=NULL, locked=0, sub_id=4, seen=1, creator=com.samsung.android.messaging, sim_slot=1, sim_imsi=240084714269728, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=7bb8718e976f1aca, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 2 _id=97, thread_id=74, date=1575534425, date_sent=1575534425, msg_box=1, read=1, m_id=m9-AP0eBBKPx4jnyeAER00@mms.telenor.se, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=http://217.174.67.220:80/servlets/mms?message-id=meI58ngBE00, exp=NULL, m_cls=personal, m_type=132, v=18, m_size=128495, pri=129, rr=NULL, rpt_a=NULL, resp_st=NULL, st=NULL, tr_id=mr2V3AvxE5GueAER4jnx00@, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=NULL, d_rpt=NULL, locked=0, sub_id=4, seen=1, creator=com.samsung.android.messaging, sim_slot=1, sim_imsi=240084714269728, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=835c84acfb8feb92, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 3 _id=95, thread_id=74, date=1575387408, date_sent=1575387408, msg_box=1, read=1, m_id=m9-AP0eBBKPyAhHKdArF00@mms.telenor.se, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=http://217.174.67.220:80/servlets/mms?message-id=mgIRynQKx00, exp=NULL, m_cls=personal, m_type=132, v=18, m_size=248258, pri=129, rr=NULL, rpt_a=NULL, resp_st=NULL, st=NULL, tr_id=mr2V3AvxE5GudArGAhHJ00@, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=NULL, d_rpt=NULL, locked=0, sub_id=4, seen=1, creator=com.samsung.android.messaging, sim_slot=1, sim_imsi=240084714269728, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=75350dff1b535130, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 4 _id=93, thread_id=43, date=1569959473, date_sent=0, msg_box=2, read=1, m_id=100119511440004600008, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=NULL, exp=604800, m_cls=personal, m_type=128, v=18, m_size=217559, pri=129, rr=129, rpt_a=NULL, resp_st=128, st=NULL, tr_id=T16d88e0645b, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=0, d_rpt=129, locked=0, sub_id=2, seen=1, creator=com.samsung.android.messaging, sim_slot=0, sim_imsi=310410886616001, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=871661bc875e5ad3, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 5 _id=92, thread_id=43, date=1569959449, date_sent=0, msg_box=2, read=1, m_id=100119505070001500000, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=NULL, exp=604800, m_cls=personal, m_type=128, v=18, m_size=242395, pri=129, rr=129, rpt_a=NULL, resp_st=128, st=NULL, tr_id=T16d88dfff06, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=0, d_rpt=129, locked=0, sub_id=2, seen=1, creator=com.samsung.android.messaging, sim_slot=0, sim_imsi=310410886616001, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=78d60ea99f796725, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 6 _id=91, thread_id=43, date=1569959419, date_sent=0, msg_box=2, read=1, m_id=100119502070001200001, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=NULL, exp=604800, m_cls=personal, m_type=128, v=18, m_size=225027, pri=129, rr=129, rpt_a=NULL, resp_st=128, st=NULL, tr_id=T16d88df9038, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=0, d_rpt=129, locked=0, sub_id=2, seen=1, creator=com.samsung.android.messaging, sim_slot=0, sim_imsi=310410886616001, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=84c487194dfce5e9, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 7 _id=90, thread_id=43, date=1569959405, date_sent=0, msg_box=2, read=1, m_id=100119500540002200010, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=NULL, exp=604800, m_cls=personal, m_type=128, v=18, m_size=300372, pri=129, rr=129, rpt_a=NULL, resp_st=128, st=NULL, tr_id=T16d88df541b, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=0, d_rpt=129, locked=0, sub_id=2, seen=1, creator=com.samsung.android.messaging, sim_slot=0, sim_imsi=310410886616001, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=2870c142238ca9c, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 8 _id=89, thread_id=43, date=1569959157, date_sent=1569959157, msg_box=1, read=1, m_id=100119455740000900015, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=http://166.216.230.5:8005/1001194557400009000150000, exp=NULL, m_cls=NULL, m_type=132, v=16, m_size=90137, pri=NULL, rr=NULL, rpt_a=NULL, resp_st=NULL, st=NULL, tr_id=C31001194557400009000150000, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=NULL, d_rpt=129, locked=0, sub_id=2, seen=1, creator=com.samsung.android.messaging, sim_slot=0, sim_imsi=310410886616001, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=55a34f8d46748e1b, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 9 _id=87, thread_id=43, date=1569958970, date_sent=0, msg_box=2, read=1, m_id=100119425060003000003, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=NULL, exp=604800, m_cls=personal, m_type=128, v=18, m_size=183366, pri=129, rr=129, rpt_a=NULL, resp_st=128, st=NULL, tr_id=T16d88d89fd2, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=0, d_rpt=129, locked=0, sub_id=2, seen=1, creator=com.samsung.android.messaging, sim_slot=0, sim_imsi=310410886616001, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=0, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=7a2e3e4959cfa87d, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
Row: 10 _id=86, thread_id=60, date=1569952826, date_sent=1569952826, msg_box=1, read=1, m_id=100118002660003700005, sub=NULL, sub_cs=NULL, ct_t=application/vnd.wap.multipart.related, ct_l=http://166.216.166.67:8015/1001180026600037000050001, exp=NULL, m_cls=NULL, m_type=132, v=16, m_size=312, pri=NULL, rr=NULL, rpt_a=NULL, resp_st=NULL, st=NULL, tr_id=DD1001180026600037000050001, retr_st=NULL, retr_txt=NULL, retr_txt_cs=NULL, read_status=NULL, ct_cls=NULL, resp_txt=NULL, d_tm=NULL, d_rpt=129, locked=0, sub_id=2, seen=1, creator=com.samsung.android.messaging, sim_slot=0, sim_imsi=310410886616001, deletable=0, hidden=0, app_id=0, msg_id=0, callback_set=0, reserved=0, text_only=1, spam_report=0, secret_mode=0, safe_message=0, favorite=0, d_rpt_st=0, rr_st=0, using_mode=0, from_address=NULL, device_name=NULL, correlation_tag=e60c67c2af3981cd, object_id=NULL, cmc_prop=NULL, bin_info=0, re_original_body=NULL, re_body=NULL, re_original_key=NULL, re_recipient_address=NULL, re_content_uri=NULL, re_content_type=NULL, re_file_name=NULL, re_type=0, re_count_info=NULL
